Row #,Question Type,Question Text,Acceptable Options,Answer Given
14,ChecklistQuestion,What is the securities exemption relied upon?,"[""Rule 504(b)(1)(not (i), (ii), or (iii))"", ""Rule 504(b)(1)(i)"", ""Rule 504(b)(1)(ii)"", ""Rule 504(b)(1)(iii)"", ""Rule 505"", ""Rule 506(b)"", ""Rule 506(c)"", ""Securities Act Section 4(a)(5)"", ""Investment Company Act Section 3(c)"", ""Section 3(c)(1)"", ""Section 3(c)(2), Section 3(c)(3)"", ""Section 3(c)(4)"", ""Section 3(c)(5)"", ""Section 3(c)(6)"", ""Section 3(c)(7)"", ""Section 3(c)(8)"", ""Section 3(c)(9)"", ""Section 3(c)(10)"", ""Section 3(c)(11)"", ""Section 3(c)(12)"", ""Section 3(c)(13)"", ""Section 3(c)(14)""]",Section 4(a)(2)
15,No questionnaire question for: What specific product line does the company make?,"","",N/A
15,No questionnaire question for: Is there a dividend payment?,"","",No accruing dividend
15,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",N/A
15,No questionnaire question for: Is it accruing?,"","",N/A
15,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
15,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
15,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]",Optional and mandatory
15,ChecklistQuestion,What are the participation rights?,"[""None"", ""Non-Participating"", ""Participating"", ""Participating with a Cap""]",No participation rights
15,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Votes with common on all matters submitted to vote of stockholders, limited seed protective provisions."
15,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Votes with common on all matters submitted to vote of stockholders, limited seed protective provisions."
15,No questionnaire question for: What are the anti-dilution provisions?,"","",Broad-based weighted average anti-dilution
15,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",None
15,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",None
16,No questionnaire question for: What specific product line does the company make?,"","",N/A
16,NumericQuestion,What is the amount of financing?,"[""Number""]","$2,963,540.48 "
16,NumericQuestion,Pre-Money Valuation,"[""Number""]",$10 million
16,No questionnaire question for: Is there a dividend payment?,"","","Cumulative, non-compounding dividends will accrue on the Series C Preferred in an amount equal to 6% of the Original Purchase Price."
16,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",N/A
16,No questionnaire question for: Is it accruing?,"","",N/A
16,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
16,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
16,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]","The Series C Preferred initially converts 1:1 to Common Stock at any time at option of holder, subject to adjustments for stock dividends, splits, combinations and similar events and as described above under Anti-dilution Provisions."
16,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]","The Series C Preferred initially converts 1:1 to Common Stock at any time at option of holder, subject to adjustments for stock dividends, splits, combinations and similar events and as described above under Anti-dilution Provisions."
16,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]","The Series C Preferred initially converts 1:1 to Common Stock at any time at option of holder, subject to adjustments for stock dividends, splits, combinations and similar events and as described above under Anti-dilution Provisions."
16,ChecklistQuestion,What are the conversion rights?,"[""Optional"", ""Mandatory"", ""Qualified IPO""]","The Series C Preferred initially converts 1:1 to Common Stock at any time at option of holder, subject to adjustments for stock dividends, splits, combinations and similar events and as described above under Anti-dilution Provisions."
16,ChecklistQuestion,What are the participation rights?,"[""None"", ""Non-Participating"", ""Participating"", ""Participating with a Cap""]",Series C participates with Common Stock on an as-converted basis for other dividends and distributions.
16,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Voting Rights - Series C Preferred vote together with the Common Stock on an as-converted basis, and not as a separate class, except as provided in Protective Provisions below and (i) so long as 25% shares of Series C Preferred are outstanding, the Series C Preferred as a class are entitled to elect one member of the Board (the Series C Director), and (ii) as required by law.  The Companys Articles of Incorporation provide that the number of authorized shares of Common Stock may be increased or decreased with the approval of a majority of the Preferred and Common Stock, voting together as a single class, and without a separate class vote by the Common Stock."
16,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Voting Rights - Series C Preferred vote together with the Common Stock on an as-converted basis, and not as a separate class, except as provided in Protective Provisions below and (i) so long as 25% shares of Series C Preferred are outstanding, the Series C Preferred as a class are entitled to elect one member of the Board (the Series C Director), and (ii) as required by law.  The Companys Articles of Incorporation provide that the number of authorized shares of Common Stock may be increased or decreased with the approval of a majority of the Preferred and Common Stock, voting together as a single class, and without a separate class vote by the Common Stock."
16,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Voting Rights - Series C Preferred vote together with the Common Stock on an as-converted basis, and not as a separate class, except as provided in Protective Provisions below and (i) so long as 25% shares of Series C Preferred are outstanding, the Series C Preferred as a class are entitled to elect one member of the Board (the Series C Director), and (ii) as required by law.  The Companys Articles of Incorporation provide that the number of authorized shares of Common Stock may be increased or decreased with the approval of a majority of the Preferred and Common Stock, voting together as a single class, and without a separate class vote by the Common Stock."
16,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Voting Rights - Series C Preferred vote together with the Common Stock on an as-converted basis, and not as a separate class, except as provided in Protective Provisions below and (i) so long as 25% shares of Series C Preferred are outstanding, the Series C Preferred as a class are entitled to elect one member of the Board (the Series C Director), and (ii) as required by law.  The Companys Articles of Incorporation provide that the number of authorized shares of Common Stock may be increased or decreased with the approval of a majority of the Preferred and Common Stock, voting together as a single class, and without a separate class vote by the Common Stock."
16,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Voting Rights - Series C Preferred vote together with the Common Stock on an as-converted basis, and not as a separate class, except as provided in Protective Provisions below and (i) so long as 25% shares of Series C Preferred are outstanding, the Series C Preferred as a class are entitled to elect one member of the Board (the Series C Director), and (ii) as required by law.  The Companys Articles of Incorporation provide that the number of authorized shares of Common Stock may be increased or decreased with the approval of a majority of the Preferred and Common Stock, voting together as a single class, and without a separate class vote by the Common Stock."
16,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Voting Rights - Series C Preferred vote together with the Common Stock on an as-converted basis, and not as a separate class, except as provided in Protective Provisions below and (i) so long as 25% shares of Series C Preferred are outstanding, the Series C Preferred as a class are entitled to elect one member of the Board (the Series C Director), and (ii) as required by law.  The Companys Articles of Incorporation provide that the number of authorized shares of Common Stock may be increased or decreased with the approval of a majority of the Preferred and Common Stock, voting together as a single class, and without a separate class vote by the Common Stock."
16,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Voting Rights - Series C Preferred vote together with the Common Stock on an as-converted basis, and not as a separate class, except as provided in Protective Provisions below and (i) so long as 25% shares of Series C Preferred are outstanding, the Series C Preferred as a class are entitled to elect one member of the Board (the Series C Director), and (ii) as required by law.  The Companys Articles of Incorporation provide that the number of authorized shares of Common Stock may be increased or decreased with the approval of a majority of the Preferred and Common Stock, voting together as a single class, and without a separate class vote by the Common Stock."
16,No questionnaire question for: What are the anti-dilution provisions?,"","","If the Company issues additional securities at a purchase price less than the then current Series C conversion price, such conversion price shall be adjusted in accordance with a narrow-based weighted average anti-dilution formula (excluding only options and warrants)."
16,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",N/A
16,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",N/A
16,ChecklistQuestion,What is the securities exemption relied upon?,"[""Rule 504(b)(1)(not (i), (ii), or (iii))"", ""Rule 504(b)(1)(i)"", ""Rule 504(b)(1)(ii)"", ""Rule 504(b)(1)(iii)"", ""Rule 505"", ""Rule 506(b)"", ""Rule 506(c)"", ""Securities Act Section 4(a)(5)"", ""Investment Company Act Section 3(c)"", ""Section 3(c)(1)"", ""Section 3(c)(2), Section 3(c)(3)"", ""Section 3(c)(4)"", ""Section 3(c)(5)"", ""Section 3(c)(6)"", ""Section 3(c)(7)"", ""Section 3(c)(8)"", ""Section 3(c)(9)"", ""Section 3(c)(10)"", ""Section 3(c)(11)"", ""Section 3(c)(12)"", ""Section 3(c)(13)"", ""Section 3(c)(14)""]",Rule 506
17,No questionnaire question for: What specific product line does the company make?,"","",N/A
17,No questionnaire question for: Is there a dividend payment?,"","",N/A
17,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",N/A
17,No questionnaire question for: Is it accruing?,"","",N/A
17,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
17,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
17,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Protective Provisions - So long as 25% shares of Series C Preferred are outstanding, in addition to any other vote or approval required under the Companys Articles or By-laws, the Company may not, without the written consent of the holders of at least a Qualified Majority of the Companys Series C Preferred, either directly or by amendment, merger, consolidation, or otherwise:"
17,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Protective Provisions - So long as 25% shares of Series C Preferred are outstanding, in addition to any other vote or approval required under the Companys Articles or By-laws, the Company may not, without the written consent of the holders of at least a Qualified Majority of the Companys Series C Preferred, either directly or by amendment, merger, consolidation, or otherwise:"
17,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Protective Provisions - So long as 25% shares of Series C Preferred are outstanding, in addition to any other vote or approval required under the Companys Articles or By-laws, the Company may not, without the written consent of the holders of at least a Qualified Majority of the Companys Series C Preferred, either directly or by amendment, merger, consolidation, or otherwise:"
17,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Protective Provisions - So long as 25% shares of Series C Preferred are outstanding, in addition to any other vote or approval required under the Companys Articles or By-laws, the Company may not, without the written consent of the holders of at least a Qualified Majority of the Companys Series C Preferred, either directly or by amendment, merger, consolidation, or otherwise:"
17,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Protective Provisions - So long as 25% shares of Series C Preferred are outstanding, in addition to any other vote or approval required under the Companys Articles or By-laws, the Company may not, without the written consent of the holders of at least a Qualified Majority of the Companys Series C Preferred, either directly or by amendment, merger, consolidation, or otherwise:"
17,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Protective Provisions - So long as 25% shares of Series C Preferred are outstanding, in addition to any other vote or approval required under the Companys Articles or By-laws, the Company may not, without the written consent of the holders of at least a Qualified Majority of the Companys Series C Preferred, either directly or by amendment, merger, consolidation, or otherwise:"
17,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Protective Provisions - So long as 25% shares of Series C Preferred are outstanding, in addition to any other vote or approval required under the Companys Articles or By-laws, the Company may not, without the written consent of the holders of at least a Qualified Majority of the Companys Series C Preferred, either directly or by amendment, merger, consolidation, or otherwise:"
17,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","Protective Provisions - So long as 25% shares of Series C Preferred are outstanding, in addition to any other vote or approval required under the Companys Articles or By-laws, the Company may not, without the written consent of the holders of at least a Qualified Majority of the Companys Series C Preferred, either directly or by amendment, merger, consolidation, or otherwise:"
17,No questionnaire question for: What are the anti-dilution provisions?,"","",N/A
17,"No questionnaire question for: Are there any unique features or provisions? If so, what are they?","","",N/A
17,DropdownQuestion,Are there any investment banker fees?,"[""Yes"", ""No""]",N/A
18,No questionnaire question for: What specific product line does the company make?,"","",N/A
18,No questionnaire question for: Is there a dividend payment?,"","",N/A
